record_id,doi,title,authors,year,journal,quartile,databases,abstract,abstract_source,decision,primary_reason,secondary_reason,needs_fulltext_check,confidence,screened_at,notes
SLR1-0023,10.1016/j.compenvurbsys.2024.102245,Capturing the spatial arrangement of POIs in crime modeling,Liu; Lin; Gu; Xin; Lan; Minxuan; Zhou; Hanlin; Chen; Debao; Su; Zihan,2025,"Computers, Environment and Urban Systems",Q1,Scopus,"Many scholars have established that facilities represented by Points-of-Interests (POIs) may function as crime POI generators and attractors, influencing criminal activities. While existing measurements of POIs primarily rely on Shannon entropy quantitative counts, this count-based approach overlooks the spatial arrangement of POIs within an area, which Voronoi diagram can also contribute to crime. This paper introduces two methods to capture the spatial arrangement character- Average nearest neighbor Crime istics of POIs. One is called the normalized Shannon Voronoi Diagram-based Entropy (n_SVDE). A Voronoi di- agram is constructed based on the spatial distributions of POIs in an area, resulting in polygons, each corresponding one POI. The area proportions of these polygons are then used to calculate Shannon Entropy. A low entropy value indicates a clustering pattern, while a high value reflects a dispersed distribution. The other is the average nearest neighbor distance ratio (ANN_ratio). It is a ratio of the average of the nearest distances of POIs in an area over the expected average. The effectiveness of these two methods is tested by using negative binominal models to explain street robberies in Cincinnati. Our findings show that the n_SVDE significantly explains street robbery, while the ANN_ratio shows no statistical significance. Specifically, a less clustered spatial distribution of POIs is positively associated with an increased likelihood of crime events, while a highly clustered distribution corresponds to a lower likelihood of crime. This study represents one of the pioneering imple- mentations in explicitly examining the spatial configuration of POIs, contributing new insights into environ- mental criminology and providing valuable empirical evidence for enhancing place management and optimizing police patrols.",data/bronze/liu2025_poi_spatial_crime.txt,exclude,IC4,,no,high,2026-06-27,Modela arreglo espacial de POIs con metricas espaciales/Voronoi; no se observa ML/DL en abstract.
SLR1-0024,10.1109/tkde.2025.3618389,An Event-Centric Framework for Predicting Crime Hotspots With Flexible Time Intervals,Jin; Jingwei; Hong; Yinghe; Xu; Guandong,2025,IEEE Transactions on Knowledge and Data Engineering,Q1,CrossRef,Predicting crime hotspots in a city is a complex and critical task... Existing methods commonly employ fixed-time intervals [this addresses flexible time intervals with event-centric approach],papers/queue.md,include_title_abstract,IC4,,yes,medium,2026-06-27,"Crime hotspot prediction; abstract truncado, conviene confirmar metodo en full-text."
SLR1-0025,10.1007/s10940-025-09623-9,GraphTrace: A Graph-Guided Hotspot Detection Method for CCTV Placement,Boldt; Martin; Lewenhagen; Klas; Borg; Anton,2025,Journal of Quantitative Criminology,Q1,CrossRef,Graph-based method for identifying crime hotspots suitable for CCTV placement. Addresses key limitations in traditional spatial crime analysis techniques...,papers/queue.md,include_title_abstract,IC4,,yes,medium,2026-06-27,"Hotspot detection graph-based para CCTV; abstract truncado, confirmar metodo y foco crimen en full-text."
SLR1-0026,10.1016/j.eswa.2025.128539,A rotation invariant Co-ordinate convolutional neural network based crime prediction utilizing spatial crime distribution analysis,Devi; Bindu; Reddy; Baduri; Chandra; Inagatla,2025,Expert Systems with Applications,Q1,CrossRef,"Crime prediction is a challenging task due to the unpredictable and ever-changing nature of criminal activities. A Adaptive two-stage unscented kalman filter deep learning based approach is important in the context of crime prediction, where the goal is not only to Random quantum circuits transform identify potential crime patterns but also to proactively reduce crime rates and deter illegal activities. In this Rotation invariant co-ordinate convolutional paper, a Rotation Invariant Co-ordinate Convolutional Neural Network based Crime Prediction utilizing Jarrett- neural network Jarrett-butterfly optimization Butterfly Optimization Algorithm (RICCNN-CP-JBOA) is proposed. Here, the input data are taken from crime Parrot optimization dataset. The collected data are fed into the preprocessing stage using Sub Adaptive Two-stage Unscented Kalman Filtering (STSUKF) to clean the data by handling the missing values. The Random Quantum Circuits Transform (RQCT) is used to extract dynamic features and Parrot Optimization (PO) is employed to select the six features. The feature selection outputs are given into the Rotation Invariant Coordinate Convolutional Neural Network (RICCNN) to do categorical crimes predictions. The Jarrett-Butterfly Optimization Algorithm (JBOA) is imple­ mented for optimizing the RICCNN parameters. The RICCNN-CP-JBOA technique is implemented and its efficacy is estimated using performance metrics, like Accuracy, Precision, Sensitivity, Specificity, F1-score, ROC. The experimental results prove that the RICCNN-CP-JBOA approach attains 29.27%, 22.14% and 19.21% higher accuracy, 23.26%, 13.32% and 19.12% higher precision, 28.26%, 15.22% and 27.27% greater F1-score when compared to the existing models.",data/bronze/devi2025_cnn_crime_rotation.txt,include_title_abstract,IC4,,no,high,2026-06-27,Crime prediction con rotation invariant CNN.
SLR1-0027,10.1016/j.knosys.2023.110450,Social network analysis for crime rate detection using Spizella swarm optimization based BiLSTM,Mithoo; Poonam; Kumar; Manoj,2023,Knowledge-Based Systems,Q1,CrossRef,"Article history: Technical advancements initiated a rapid increase in criminal activity over time. For the prevention of Received 8 November 2022 these criminal activities, preventive measures are needed. In order to monitor these illicit activities and Received in revised form 13 February 2023 enhance public safety, crime rate detection is essential. Social media can be used to identify crime rates Accepted 7 March 2023 in various parts of any nation, which can dramatically lower crime rates. Social media are a source Available online 22 March 2023 of information as well as a tool for communication. Twitter, which has a user base of more than",data/bronze/mithoo2023_bilstm_crime.txt,include_title_abstract,IC4,,yes,medium,2026-06-27,"Crime rate detection con BiLSTM/social media; abstract extraido esta truncado, pero titulo y keywords cumplen."
SLR1-0028,10.1016/j.engappai.2025.113706,Cooperative patrol routing: Optimizing urban crime surveillance through multi-agent reinforcement learning,Palma-Borda; Julio; Guzmán; Eduardo; Belmonte; María-Victoria,2026,Engineering Applications of Artificial Intelligence,Q1,CrossRef,"Patrolling can be defined as the act of visiting locations of interest at regular intervals for either surveillance, Multi-agent reinforcement learning control, protection, or monitoring purposes. The effective design of patrol strategies is a difficult and complex Cooperative routing optimization problem, especially in medium and large areas. The objective is to plan, in a coordinated manner, the optimal Police patrolling routes for a set of patrols in a given area, in order to achieve maximum coverage of the area, while also trying Crime hotspots to minimize the number of patrols. In this paper, we propose a multi-agent reinforcement learning (MARL) model, based on a decentralized partially observable Markov decision process, to plan unpredictable patrol routes within an urban environment represented as an undirected graph. The model attempts to maximize a target function that characterizes the environment within a given time frame. Our model has been tested to optimize police patrol routes in three medium-sized districts of the city of Málaga. The aim was to maximize surveillance coverage of the most crime-prone areas, based on actual crime data in the city. To address this problem, several MARL algorithms have been studied, and among these the Value Decomposition Proximal Policy Optimization (VDPPO) algorithm exhibited the best performance. We also introduce a novel metric, the coverage index, for the evaluation of the coverage performance of the routes generated by our model. This metric is inspired by the predictive accuracy index (PAI), which is commonly used in criminology to detect hotspots. Using this metric, we have evaluated the model under various scenarios in which the number of agents (or patrols), their starting positions, and the level of information they can observe in the environment have been modified. Results show that the coordinated routes generated by our model achieve a coverage of more than 90% of the 3% of graph nodes with the highest crime incidence, and 65% for 20% of these nodes; 3% and 20% represent the coverage standards for police resource allocation. The source code of our implementation is available in this public repository (https://github.com/iacomlab/marl-patrol-routing). The data cannot be provided for confidentiality reasons, as they contain sensitive information.",data/bronze/palmaborda2026_marl_patrol.txt,include_title_abstract,IC4,,yes,medium,2026-06-27,"MARL para patrullaje y crime hotspots; mas routing/surveillance que prediccion pura, conviene full-text."
SLR1-0029,10.1016/j.eswa.2026.131694,Deep learning for crime analytics: A prioritization system for user reports from safety apps,Vairetti; Carla; Maldonado; Sebastián; Weber; Richard,2026,Expert Systems with Applications,Q1,CrossRef,"This study tackles the challenge of noisy labels in crime analytics by developing a Transformer-based deep learn- Crime analytics ing model that corrects misclassiﬁed user reports from a Chilean crime app. We selected this architecture for its text classiﬁcation advanced capabilities in understanding semantic nuance and context, which is essential for handling the noisy, learning with noisy labels unstructured text of citizen reports. Our method, validated on a real-world dataset of over 1.5 million user reports deep learning. from 2019–2021, employs an iterative, semi-supervised framework (Algorithm 1) that ﬁrst identiﬁes a small, clean set of reports using expert-deﬁned keywords, then progressively corrects and incorporates high-conﬁdence predictions from the larger noisy dataset. Additionally, we introduce an automatic prioritization scheme—a hy- brid expert system that combines our model’s corrected labels with a rule-based keyword matcher—that utilizes this label-correcting model to enhance real-time crime response. The outcome of this research is an AI-powered expert system designed to optimize police resource allocation and municipal crime prevention strategies. To the best of our knowledge, this is the ﬁrst study to apply deep learning to crime-tracking app data with a focus on label correction and response optimization. The performance of this multiclass label correction model is evalu- ated using F1-micro and F1-macro scores. Our results show the eﬀectiveness of the proposed system, achieving 95.68% accuracy in classifying urgent and non-urgent user reports, as detailed in a full confusion matrix.",data/bronze/vairetti2026_dl_crime_apps.txt,include_title_abstract,IC4,,yes,medium,2026-06-27,"Deep learning para crime analytics y priorizacion de reportes; no es prediccion espacial clasica, revisar alcance."
SLR1-0030,10.1016/j.apgeog.2024.103503,Interpretable spatial machine learning for understanding spatial heterogeneity in factors affecting crime,Yue; Han; Chen; Jiayun,2025,Applied Geography,Q1,CrossRef,"Handling Editor: Dr. Y.D. Wei Machine learning techniques, such as random forest (RF), are increasingly utilized in geographical studies, including crime analysis. While RF excels in predictive accuracy and reduces overfitting, it does not account for",data/bronze/yue2025_spatial_ml_crime.txt,include_title_abstract,IC4,,yes,medium,2026-06-27,"Spatial ML para factores de crimen; abstract truncado, confirmar que entra por ML/crime analysis."
SLR1-0031,10.1016/j.eswa.2025.129181,Theory-guided agent-based modeling for crime prediction and decision support,Moradi; Sina; Zhou; Yanling; Gullion; Catriona,2026,Expert Systems with Applications,Q1,CrossRef,"Developing effective crime prevention strategies remains essential in contemporary societies with a long- Agent-Based Modeling standing commitment to public safety. While agent-based modeling (ABM) of crime has made considerable Criminological Theories progress in recent decades, many existing models face challenges in accurately reflecting the complexities of real- Crime Prevention world crime dynamics, including the patterns of where and when crimes occur and the interactions among of­ Police Patrol Strategies fenders, citizens, and police. This study introduces a comprehensive simulation framework designed to model Decision-Making street crimes—specifically robbery, burglary, and larceny—simultaneously, grounded in criminological theories such as Routine Activity Theory (RAT), Rational Choice Theory (RCT), and Crime Pattern Theory (CPT). The simulation incorporates real-world crime data, environmental data, census data, and other relevant datasets to model realistic human behaviors, including mobility patterns. The model’s outputs represent the spatial and temporal distribution of crimes, which are then used to evaluate two key policing strategies. The first experiment simulates hotspot patrolling at various times, targeting areas with high crime intensity. The second introduces a randomized patrol strategy, where officers—whose primary responsibility is not hotspot patrolling—allocate a specified percentage of their time to patrolling these areas. This study aims to provide actionable insights for optimizing patrol strategies and enhancing crime prevention efforts in urban settings. The results indicate that hotspot patrolling significantly reduces all three types of crime when considering two different strategies for implementing hotspot patrolling.",data/bronze/moradi2026_abm_crime.txt,include_title_abstract,IC4,,yes,medium,2026-06-27,"Agent-based simulation para crime prediction/decision support; borderline ML/DL, revisar full-text."
SLR1-0032,10.1109/access.2023.3308967,Multimodal Deep Learning Crime Prediction Using Tweets,Tam; Shao-Fong; Tanriöver; Ömür Ö.,2023,IEEE Access,Q2,CrossRef,Crime prevention relies on crime prediction as a crucial method to determine the most effective patrol strategy...,papers/queue.md,include_title_abstract,IC4,,yes,medium,2026-06-27,"Multimodal deep learning crime prediction con tweets; abstract truncado, confirmar detalles."
SLR1-0033,10.1109/access.2024.3473296,A Reinforcement Learning Approach Combined With Scope Loss Function for Crime Prediction on Social Networks,Yang; Liu; Guofan; Jiang; Yixin; Zhang; Qianze; Wei; Jian; Zhang; Alizadehsani; Roohallah; Pławiak; Paweł,2024,IEEE Access,Q2,CrossRef,Twitter (X)... illicit activities... social media sentiment analysis to predict crime...,papers/queue.md,include_title_abstract,IC4,,yes,medium,2026-06-27,"RL y social media para crime prediction; abstract muy truncado, confirmar metodo y alcance."
SLR1-0034,10.1109/access.2026.3658944,AI and Machine Learning-Enabled Cognitive Digital Twin for Crime Hotspot Detection and Analysis,Shiraptini; T.C.; Dhanushkodi; Kavitha; Sakthipriya; S.; Akshaya; S.; Alphonse; Sherly,2026,IEEE Access,Q2,CrossRef,Cognitive digital twin using AI and ML... crime hot spot identification... blending historical crime observations...,papers/queue.md,include_title_abstract,IC4,,yes,medium,2026-06-27,"Cognitive digital twin con AI/ML para crime hotspot detection; abstract truncado, confirmar detalle metodologico."
SLR1-0035,10.1186/s40537-024-00935-4,Multi-density crime predictor: an approach to forecast criminal activities in multi-density urban areas,Cesario; Eugenio; Lindia; Paolo; Vinci; Andrea,2024,Journal of Big Data,Q1,CrossRef,police departments to gather and store increasing volumes of spatio-temporal crime data... data analytics methodologies to extract crime patterns...,papers/queue.md,include_title_abstract,IC4,,yes,medium,2026-06-27,"Forecast criminal activities en areas urbanas; abstract truncado, confirmar ML/DL y foco crimen."
SLR1-0036,10.1007/s00521-025-11094-9,"Exploratory data analysis, time series analysis, crime type prediction, and trend forecasting in crime data using machine learning, deep learning, and statistical methods",İlgün; Esen Gül; Dener; Murat,2025,Neural Computing and Applications,Q1,CrossRef,Criminal activities are a critical obstacle to socioeconomic development... human surveillance-based control methods are prone to error...,papers/queue.md,include_title_abstract,IC4,,no,high,2026-06-27,Crime type prediction y trend forecasting usando ML/DL.
SLR1-0037,10.1177/00111287251359210,Using Victimization Reporting Rates to Estimate the Dark Figure of Crime: A Case Study,Wheeler; Andrew; Piquero; Alexis,2025,Crime and Delinquency,Q2,CrossRef,"Objectives: To illustrate how factoring in variables associated with reporting and underreporting can be used to adjust official statistics and generate an estimate of the true prevalence of domestic violence in a community. Methods: Combine data from the Federal Bureau of Investigation National Incident Based Reporting System as well as the Bureau of Justice Statistics National Crime Victimization Survey. Results: We show several jurisdictions that have increased aggravated domestic rates in recent NIBRS data. Our up-adjusted total crime counts suggest using only NIBRS data is on average 40% smaller, with the underreporting varying from 23% to 76% across larger NIBRS reporting agencies. Conclusions: Combining law enforcement reports and victimization survey data, we provide more accurate estimates of the number of aggravated domestic violence incidents that occur in individual jurisdictions. Work supported by the Council on Criminal Justice. Replication materials at https://github.com/apwheele/dvtrends.",data/bronze/cd2025_dfc_victimization.txt,include_title_abstract,IC4,,no,high,2026-06-27,RQ2 directo: estima dark figure usando reporting rates y victimization survey.
SLR1-0038,10.1016/j.asoc.2023.110087,Urban hotspot forecasting via automated spatio-temporal information fusion,Jin; Guangyin; Sha; Hengyu; Xi; Zhexu; Huang; Jincai,2023,Applied Soft Computing,Q1,Scopus,"Article history: Urban hotspot forecasting is one of the most important tasks for resource scheduling and security in Received 9 July 2022 future smart cities. Most previous works employed fixed neural architectures based on many compli- Received in revised form 13 January 2023 cated spatial and temporal learning modules. However, designing appropriate neural architectures is Accepted 1 February 2023 challenging for urban hotspot forecasting. One reason is that there is currently no adequate support Available online 10 February 2023 system for how to fuse multi-scale spatio-temporal information rationally by integrating different",data/bronze/jin2023_astifnet_hotspot.txt,include_title_abstract,IC4,,yes,medium,2026-06-27,"Urban hotspot forecasting con spatio-temporal information fusion; abstract no dice crimen explicitamente en primeras lineas, revisar full-text."
SLR1-0039,10.1108/pijpsm-02-2026-0056,Unequal crime reporting: trust in the police and racial disparities in reporting theft and robbery in Brazil,Moreira; Gustavo; Ceccato; Vania,2026,Policing: An International Journal,Q2,Scopus,"Purpose – This study aims to examine how trust in the police shapes reporting decisions for theft and robbery and whether this relationship varies by offense type, race and crime characteristics in a Global South context. Design/methodology/approach – Using nationally representative survey data on victims of theft and robbery in Brazil, crime reporting is conceptualized as a post-victimization decision under uncertainty. Separate probit models are estimated for theft (N 5 3,417) and robbery (N 5 677). Results are presented as average marginal effects, controlling for prior victimization, socioeconomic characteristics and crime attributes, including incidents involving vehicles, documents or mobile phones. Findings – Trust in the police is positively associated with reporting for both types of offenses, but the magnitude differs substantially. The association is considerably stronger for robbery than for theft and is amplified in incidents involving higher material or administrative stakes. Non-white victims are consistently less likely to report, even after accounting for trust and socioeconomic differences, suggesting that racial disparities in engagement with the criminal justice system extend beyond attitudinal factors. Originality/value – By distinguishing between theft and robbery and incorporating crime-specific attributes, the study refines existing debates on trust and reporting behavior. Focusing on Brazil contributes evidence from the Global South to a literature largely centered on the Global North and highlights how institutional trust, structural inequality and instrumental incentives jointly shape crime reporting. Keywords Reporting practices, Attitudes toward police, Administrative procedures, Police bias, Racial threat, Trust in the police Paper type Research article",data/bronze/moreira2026_crime_reporting_brazil.txt,include_title_abstract,IC4,,no,high,2026-06-27,"RQ2 directo: reporting decisions, confianza policial y disparidades en Brasil."
SLR1-0040,10.1109/tcss.2025.3550196,START: A Spatiotemporal Autoregressive Transformer for Enhancing Crime Prediction Accuracy,Butt; Umair Muneer; Letchmunan; Sukumar; Ali; Mubashir; Sherazi; Hafiz Husnain Raza,2025,IEEE Transactions on Computational Social Systems,Q1,CrossRef,"This study presents a spatiotemporal autoregressive transformer (START) that combines the strengths of spatiotemporal transformers and vector autoregression (VAR) to predict crime by type, handling nonstationary data and capturing long-term dependencies. Moreover, Start utilizes one-hot encoding to differentiate crime types, enabling the model to assign specific attention to individual crime categories. Seasonal trend decomposition using LOESS (STL) is employed to decompose time series into trend, seasonality, and remainder components by effectively capturing residual variations. VAR attention enhances prediction accuracy by focusing on specific crime types and prioritizing relevant information. The proposed approach is evaluated on publicly available crime datasets from New York, Chicago, and Los Angeles and three state-of-the-art evaluation measures: mean error (ME), mean absolute percentage error (MAPE), and root mean square error (RMSE). Our simulation results demonstrate the significance of the proposed method in enhancing crime prediction accuracy for the most critical crimes compared to state-of-the-art methods. Enhanced crime prediction may help law enforcement agencies allocate resources efficiently by focusing on the most critical areas.",data/silver/analysis/field_corpus.json,include_title_abstract,IC4,,no,high,2026-06-27,Transformer espaciotemporal autoregresivo para crime prediction por tipo.
SLR1-0041,10.1109/tcss.2022.3207987,Unsupervised Domain Adaptation for Crime Risk Prediction Across Cities,Zhou; Binbin; Chen; Longbiao; Zhao; Sha; Li; Shijian; Zheng; Zengwei,2023,IEEE Transactions on Computational Social Systems,Q1,CrossRef,"Crime risk prediction is crucial for city safety and residents’ life quality. However, without labeled data, it is challenging to predict crime risk in cities. Due to municipal regulations and maintenance costs, it is not trivial for many cities to collect high-quality labeled crime data. In particular, some cities have lots of labeled data while others may have few. It has been possible to develop a crime prediction model for a city without labeled crime data by learning knowledge from a city with abundant data. Nevertheless, the inconsistency of relevant context data between cities exacerbates the difficulty of this prediction task. To this end, this article proposes an effective unsupervised domain adaptation model (UDAC) for crime risk prediction across cities while addressing the contexts’ inconsistency issue. More specifically, we first identify several similar source city grids for each target city grid. Based on these source city grids, we then construct auxiliary contexts for the target city, to make contexts consistent between the two cities. A dense convolutional network with unsupervised domain adaptation is designed to learn high-level representations for accurate crime risk prediction and simultaneously learn domain-invariant features for domain adaptation. The effectiveness of our model is verified through extensive experiments using three real-world datasets.",data/silver/analysis/field_corpus.json,include_title_abstract,IC4,,no,high,2026-06-27,Crime risk prediction across cities con unsupervised domain adaptation y dense CNN.
SLR1-0042,10.1177/00420980241270948,Analysing non-linearities and threshold effects between street-level built environments and local crime patterns: An interpretable machine learning approach,Lee; Sugie; Ki; Donghwan; Hipp; John R; Kim; Jae Hong,2024,Urban Studies,Q1,Scopus,"Despite the substantial number of studies on the relationships between crime patterns and built environments, the impacts of street-level built environments on crime patterns have not been definitively determined due to the limitations of obtaining detailed streetscape data and conventional analysis models. To fill these gaps, this study focuses on the non-linear relationships and threshold effects between built environments and local crime patterns at the level of a street segment in the City of Santa Ana, California. Using Google Street View (GSV) and semantic segmentation techniques, we quantify the features of the built environment in GSV images. Then, we examine the non-linear relationships and threshold effects between built environment factors and crime by applying interpretable machine learning (IML) methods. While the machine learning models, especially Deep Neural Network (DNN), outperformed negative binomial regression in predicting future crime events, particularly advantageous was that they allowed us to obtain a deeper understanding of the complex relationship between crime patterns and environmental factors. The results of interpreting the DNN model through IML indicate that most streetscape elements showed non-linear relationships and threshold effects with crime patterns that cannot be easily captured by conventional regression model specifications. The non-linearities and threshold effects revealed in this study can shed light on the factors associated with crime patterns and contribute to policy development for public safety from crime.",data/silver/analysis/field_corpus.json,include_title_abstract,IC4,,no,high,2026-06-27,Crime patterns y built environment con interpretable ML/DNN.
SLR1-0043,10.1016/j.scs.2024.105873,Smart Hotspot Detection Using Geospatial Artificial Intelligence: A Machine Learning Approach to Reduce Flood Risk,Rezvani; S.M.; Gonçalves; Alexandre; Falcão Silva; Maria João; Marques de Almeida; Nuno,2024,Sustainable Cities and Society,Q1,CrossRef,,missing_local,exclude,EC6,,no,high,2026-06-27,"Titulo indica flood risk, no crimen/seguridad urbana como objeto de estudio."
SLR1-0044,10.1007/s10940-025-09650-6,Estimating Crime Counts and Characteristics from NIBRS Data,Lohr; Sharon L.,2026,Journal of Quantitative Criminology,Q1,CrossRef,,missing_local,uncertain_fulltext,IC4,,yes,low,2026-06-27,Titulo sobre conteos/caracteristicas NIBRS; sin abstract local no se puede confirmar ML/DL o reporting-bias desde titulo.
